------------------------------------------------------------
 Transmission Peak(TM)
------------------------------------------------------------
Occurrence, Resonance Energy (eV)
                 144,            0.0878031
                 145,            0.0880563
                 146,            0.0883094
                 147,            0.0885594
                 148,            0.0888063
                 149,              0.08905
                 150,            0.0892938
                 151,            0.0895344
                 152,            0.0897719
                 153,            0.0900078
                 154,            0.0902406
                 155,            0.0904703
                 156,            0.0906969
                 157,            0.0909203
                 158,            0.0911406
                 159,            0.0913578
                 160,            0.0915719
                 161,            0.0917812
                 162,            0.0919891
                 163,            0.0921906
                 164,            0.0923891
                 165,            0.0925844
                 166,             0.092775
                 167,            0.0929625
                 168,            0.0931437
                 169,            0.0933219
                 170,            0.0934953
                 171,            0.0936648
                 172,            0.0938289
                 173,            0.0939883
                 174,            0.0941422
                 175,            0.0942922
                 176,            0.0944367
                 177,            0.0945758
                 178,            0.0947102
                 179,            0.0948391
                 180,            0.0949621
                 181,            0.0950801
                 182,            0.0951926
                 183,            0.0952992
                 184,            0.0954004
                 185,            0.0954953
                 186,             0.095585
                 187,            0.0956684
                 188,            0.0957459
                 189,            0.0958176
                 190,             0.095883
                 191,            0.0959424
                 192,            0.0959957
                 193,            0.0960428
                 194,            0.0960836
                 195,            0.0961183
                 196,            0.0961466
                 197,            0.0961687
                 198,            0.0961845
                 199,             0.096194
                 200,             0.240018
                 201,              0.24004
                 202,             0.240075
                 203,             0.240124
                 204,             0.240188
                 205,             0.240265
                 206,             0.240357
                 207,             0.240462
                 208,             0.240582
                 209,             0.240716
                 210,             0.240863
                 211,             0.241024
                 212,             0.241199
                 213,             0.241388
                 214,             0.241591
                 215,             0.241806
                 216,             0.242036
                 217,              0.24228
                 218,             0.242536
                 219,             0.242806
                 220,             0.243088
                 221,             0.243384
                 222,             0.243694
                 223,             0.244016
                 224,              0.24435
                 225,               0.2447
                 226,             0.245059
                 227,             0.245431
                 228,             0.245819
                 229,             0.246219
                 230,             0.246625
                 231,              0.24705
                 232,             0.247481
                 233,             0.247931
                 234,             0.248388
                 235,             0.248856
                 236,             0.249338
                 237,             0.249831
                 238,             0.250337
                 239,             0.250856
                 240,             0.251381
                 241,             0.251925
                 242,             0.252463
                 243,             0.253025
                 244,               0.2536
                 245,             0.254175
                 246,             0.254775
                 247,             0.255375
                 248,             0.255988
                 249,             0.256613
                 250,             0.257238
                 251,             0.257888
                 252,             0.258537
                 253,               0.2592
                 254,             0.259862
                 255,              0.26055
                 256,             0.261238
                 257,             0.261938
                 258,             0.262637
                 259,             0.263363
                 260,             0.264088
                 261,             0.264813
                 262,              0.26555
                 263,               0.2663
                 264,             0.267075
                 265,              0.26785
                 266,             0.268625
                 267,               0.2694
                 268,               0.2702
                 269,                0.271
                 270,               0.2718
                 271,             0.272625
                 272,             0.273425
                 273,             0.274275
                 274,               0.2751
                 275,              0.27595
                 276,               0.2768
                 277,              0.27765
                 278,             0.278525
                 279,               0.2794
                 280,             0.280275
                 281,              0.28115
                 282,              0.28205
                 283,              0.28295
                 284,              0.28385
                 285,             0.284775
                 286,             0.285675
                 287,               0.2866
                 288,             0.287525
                 289,             0.288475
                 290,               0.2894
                 291,              0.29035
                 292,               0.2913
                 293,              0.29225
                 294,             0.293225
                 295,             0.294175
                 296,              0.29515
                 297,             0.296125
                 298,               0.2971
                 299,               0.2981
                 300,             0.299075
                 301,             0.300075
                 302,             0.301075
                 303,             0.302075
                 304,               0.3031
                 305,               0.3041
                 306,             0.305125
                 307,             0.306125
                 308,              0.30715
                 309,             0.308175
                 310,             0.309225
                 311,              0.31025
                 312,             0.311275
                 313,             0.312325
                 314,             0.313375
                 315,               0.3144
                 316,              0.31545
                 317,               0.3165
                 318,              0.31755
                 319,               0.3186
                 320,             0.319675
                 321,             0.320725
                 322,             0.321775
                 323,              0.32285
                 324,               0.3239
                 325,             0.324975
                 326,              0.32605
                 327,               0.3271
                 328,             0.328175
                 329,             0.329225
                 330,               0.3303
                 331,             0.331375
                 332,             0.332425
                 333,               0.3335
                 334,             0.334575
                 335,             0.335625
                 336,               0.3367
                 337,              0.33775
                 338,             0.338825
                 339,             0.339875
                 340,              0.34095
                 341,                0.342
                 342,              0.34305
                 343,               0.3441
                 344,              0.34515
                 345,             0.346175
                 346,             0.347225
                 347,              0.34825
                 348,             0.349275
                 349,               0.3503
                 350,             0.351325
                 351,             0.352325
                 352,              0.35335
                 353,              0.35435
                 354,             0.355325
                 355,             0.356325
                 356,               0.3573
                 357,              0.35825
                 358,             0.359225
                 359,             0.360175
                 360,               0.3611
                 361,             0.362025
                 362,              0.36295
                 363,              0.36385
                 364,              0.36475
                 365,             0.365625
                 366,             0.366487
                 367,             0.367337
                 368,             0.368175
                 369,                0.369
                 370,               0.3698
                 371,             0.370587
                 372,             0.371363
                 373,               0.3721
                 374,             0.372838
                 375,              0.37355
                 376,             0.374238
                 377,               0.3749
                 378,             0.375544
                 379,             0.376169
                 380,             0.376763
                 381,             0.377337
                 382,             0.377881
                 383,               0.3784
                 384,             0.378897
                 385,             0.379359
                 386,             0.379797
                 387,             0.380203
                 388,             0.380581
                 389,             0.380927
                 390,             0.381242
                 391,             0.381525
                 392,             0.381777
                 393,             0.381995
                 394,             0.382181
                 395,             0.382334
                 396,             0.382453
                 397,             0.382538
                 398,             0.382589
                 399,             0.529005
                 400,             0.529071
                 401,              0.52918
                 402,             0.529333
                 403,             0.529529
                 404,             0.529767
                 405,              0.53005
                 406,             0.530375
                 407,             0.530741
                 408,             0.531147
                 409,             0.531594
                 410,             0.532081
                 411,             0.532613
                 412,             0.533175
                 413,             0.533781
                 414,             0.534425
                 415,               0.5351
                 416,             0.535825
                 417,             0.536575
                 418,             0.537362
                 419,             0.538175
                 420,             0.539038
                 421,             0.539925
                 422,             0.540825
                 423,             0.541775
                 424,              0.54275
                 425,             0.543775
                 426,               0.5448
                 427,             0.545875
                 428,              0.54695
                 429,             0.548075
                 430,               0.5492
                 431,             0.550375
                 432,              0.55155
                 433,               0.5528
                 434,                0.554
                 435,               0.5553
                 436,              0.55655
                 437,              0.55785
                 438,               0.5592
                 439,              0.56055
                 440,               0.5619
                 441,               0.5633
                 442,               0.5647
                 443,               0.5661
                 444,              0.56755
                 445,                0.569
                 446,              0.57045
                 447,              0.57195
                 448,              0.57345
                 449,              0.57495
                 450,               0.5765
                 451,              0.57805
                 452,               0.5796
                 453,              0.58115
                 454,              0.58275
                 455,              0.58435
                 456,              0.58595
                 457,               0.5876
                 458,              0.58925
                 459,               0.5909
                 460,              0.59255
                 461,              0.59425
                 462,               0.5959
                 463,               0.5976
                 464,              0.59935
                 465,              0.60105
                 466,               0.6028
                 467,               0.6045
                 468,              0.60625
                 469,              0.60805
                 470,               0.6098
                 471,               0.6116
                 472,              0.61335
                 473,              0.61515
                 474,                0.617
                 475,               0.6188
                 476,               0.6206
                 477,              0.62245
                 478,               0.6243
                 479,              0.62615
                 480,                0.628
                 481,              0.62985
                 482,              0.63175
                 483,              0.63365
                 484,               0.6355
                 485,               0.6374
                 486,              0.63935
                 487,              0.64125
                 488,              0.64315
                 489,               0.6451
                 490,              0.64705
                 491,              0.64895
                 492,               0.6509
                 493,              0.65285
                 494,              0.65485
                 495,               0.6568
                 496,               0.6588
                 497,              0.66075
                 498,              0.66275
                 499,              0.66475
                 500,              0.66675
                 501,              0.66875
                 502,              0.67075
                 503,               0.6728
                 504,               0.6748
                 505,              0.67685
                 506,              0.67885
                 507,               0.6809
                 508,              0.68295
                 509,                0.685
                 510,              0.68705
                 511,              0.68915
                 512,               0.6912
                 513,              0.69325
                 514,              0.69535
                 515,              0.69745
                 516,               0.6995
                 517,               0.7016
                 518,               0.7037
                 519,               0.7058
                 520,               0.7079
                 521,              0.71005
                 522,              0.71215
                 523,              0.71425
                 524,               0.7164
                 525,               0.7185
                 526,              0.72065
                 527,              0.72275
                 528,               0.7249
                 529,              0.72705
                 530,               0.7292
                 531,              0.73135
                 532,               0.7335
                 533,              0.73565
                 534,               0.7378
                 535,              0.73995
                 536,              0.74215
                 537,               0.7443
                 538,              0.74645
                 539,              0.74865
                 540,               0.7508
                 541,                0.753
                 542,              0.75515
                 543,              0.75735
                 544,               0.7595
                 545,               0.7617
                 546,               0.7639
                 547,              0.76605
                 548,              0.76825
                 549,               0.7704
                 550,               0.7726
                 551,              0.77475
                 552,              0.77695
                 553,              0.77915
                 554,               0.7813
                 555,              0.78345
                 556,              0.78565
                 557,               0.7878
                 558,              0.78995
                 559,               0.7921
                 560,              0.79425
                 561,               0.7964
                 562,              0.79855
                 563,               0.8007
                 564,               0.8028
                 565,               0.8049
                 566,              0.80705
                 567,               0.8091
                 568,               0.8112
                 569,              0.81325
                 570,               0.8153
                 571,              0.81735
                 572,              0.81935
                 573,              0.82135
                 574,               0.8233
                 575,              0.82525
                 576,              0.82715
                 577,              0.82905
                 578,               0.8309
                 579,               0.8327
                 580,              0.83445
                 581,               0.8362
                 582,              0.83785
                 583,              0.83945
                 584,              0.84105
                 585,             0.842525
                 586,              0.84395
                 587,             0.845275
                 588,              0.84655
                 589,             0.847713
                 590,             0.848775
                 591,             0.849738
                 592,             0.850594
                 593,             0.851325
                 594,             0.851934
                 595,             0.852416
                 596,             0.852761
                 597,              0.85297
                 598,             0.945323
                 599,             0.945547
                 600,             0.945916
                 601,             0.946431
                 602,             0.947081
                 603,             0.947875
                 604,             0.948788
                 605,             0.949825
                 606,             0.950975
                 607,             0.952225
                 608,             0.953575
                 609,              0.95505
                 610,               0.9566
                 611,               0.9582
                 612,               0.9599
                 613,              0.96165
                 614,               0.9635
                 615,               0.9654
                 616,              0.96735
                 617,              0.96935
                 618,               0.9714
                 619,              0.97345
                 620,               0.9756
                 621,              0.97775
                 622,              0.97995
                 623,               0.9822
                 624,              0.98445
                 625,              0.98675
                 626,               0.9891
                 627,              0.99145
                 628,               0.9938
                 629,               0.9962
                 630,              0.99865

