Position (um), Energy (eV)
                   0,      -0.204983094682
      0.331537038818,      -0.204983094682
      0.646497225694,      -0.204983094682
      0.945709403227,      -0.204983094687
       1.22996097188,       -0.20498309477
       1.49999996211,      -0.204983096298
       1.58001465405,      -0.204983101742
        1.6560286114,      -0.204983116153
       1.72824187087,      -0.204983155202
       1.79684446738,      -0.204983256806
       1.86201693406,      -0.204983509287
        1.9239307774,      -0.204984109092
       1.98274892858,       -0.20498547371
        2.0386261722,      -0.204988452313
       2.09170955364,      -0.204994700812
         2.142138766,      -0.205007320118
       2.19004651775,      -0.205031895159
       2.23555888191,      -0.205078113503
       2.27879562786,      -0.205162176883
       2.31987053652,      -0.205310229248
       2.35889169974,      -0.205562981168
        2.3959618048,      -0.205981563716
       2.43117840461,      -0.206654324072
       2.46463417443,      -0.207703695559
       2.49641715575,      -0.209291389339
       2.52661098801,      -0.211619081675
       2.55529512866,      -0.214921003678
       2.58254506228,      -0.219445387508
       2.60843249921,      -0.225424730337
        2.6330255643,      -0.233040283633
       2.65638897613,      -0.242391374632
       2.67858421737,      -0.253480600083
       2.69966969655,      -0.266219607985
       2.71970090177,      -0.280451020781
       2.73873054673,      -0.295976610262
       2.75680870944,       -0.31258273319
       2.77398296402,       -0.33005855201
       2.79029850587,      -0.348206756523
       2.80579827062,      -0.366848594723
       2.82052304714,      -0.385825343219
       2.83451158483,      -0.404997860824
       2.84780069564,      -0.424245255887
        2.8604253509,      -0.443463231717
        2.8724187734,       -0.46256238813
       2.88381252478,      -0.481466602472
       2.89463658859,      -0.500111537058
       2.90491944921,      -0.518443284811
        2.9146881668,      -0.536417149859
       2.92396844851,         -0.553996554
       2.93278471613,      -0.571152058232
       2.94116017037,      -0.587860488469
        2.9491168519,      -0.604104155168
       2.95667569935,      -0.619870157409
       2.96385660443,      -0.635149762854
       2.97067846426,       -0.64993785578
       2.97715923109,      -0.664232446215
       2.98331595959,      -0.678034233827
       2.98916485166,      -0.691346220904
       2.99472129912,      -0.704173369313
       2.99999992421,       -0.71652229682
       3.00000202609,      -0.716527214001
       3.00000435918,      -0.716532672042
        3.0000069489,      -0.716538730431
        3.0000098235,      -0.716545455199
        3.0000130143,      -0.716552919635
       3.00001655609,      -0.716561205092
       3.00002048747,      -0.716570401865
       3.00002485131,       -0.71658061018
       3.00002969517,      -0.716591941282
       3.00003507186,      -0.716604518649
       3.00004103998,      -0.716618479333
       3.00004766459,      -0.716633975454
       3.00005501791,      -0.716651175856
        3.0000631801,       -0.71667026794
       3.00007224012,      -0.716691459709
       3.00008229675,      -0.716714982023
       3.00009345961,      -0.716741091117
       3.00010585038,      -0.716770071379
       3.00011960414,      -0.716802238444
       3.00013487081,      -0.716837942622
       3.00015181682,      -0.716877572703
       3.00017062688,      -0.716921560174
       3.00019150606,      -0.716970383904
       3.00021468194,      -0.717024575331
       3.00024040717,      -0.717084724227
       3.00026896217,      -0.717151485081
       3.00030065823,      -0.717225584182
       3.00033584085,      -0.717307827472
       3.00037489355,      -0.717399109255
       3.00041824206,      -0.717500421846
        3.0004663589,      -0.717612866269
        3.0005197686,      -0.717737664111
       3.00057905336,       -0.71787617066
       3.00064485945,       -0.71802988945
        3.0007179042,      -0.718200488377
       3.00079898388,      -0.718389817542
       3.00088898232,      -0.718599928999
       3.00098888059,      -0.718833098607
       3.00109976767,      -0.719091850203
       3.00122285233,      -0.719378982333
        3.0013594763,       -0.71969759779
       3.00151112891,      -0.720051136249
       3.00167946331,      -0.720443410299
       3.00186631449,      -0.720878645195
        3.0020737193,      -0.721361522694
       3.00230393864,      -0.721897229347
        3.0025594821,      -0.722491509664
       3.00284313535,      -0.723150724567
       3.00315799046,      -0.723881915608
       3.00350747962,      -0.724692875408
        3.0038954126,      -0.725592224822
        3.0043260182,      -0.726589497321
       3.00480399041,      -0.727695231103
       3.00533453957,      -0.728921069409
       3.00592344914,      -0.730279869506
       3.00657713877,      -0.731785820747
       3.00730273425,      -0.733454572011
       3.00810814523,      -0.735303368747
       3.00900215142,      -0.737351199621
       3.00999449829,      -0.739618952582
       3.01109600332,      -0.742129579806
        3.0123186739,      -0.744908270579
       3.01367583824,      -0.747982630616
       3.01518229067,      -0.751382865619
       3.01685445286,      -0.755141965926
       3.01871055289,       -0.75929588796
       3.02077082392,      -0.763883726643
       3.02305772476,      -0.768947871077
        3.0255961847,      -0.774534133349
       3.02841387524,      -0.780691837303
       3.03154151173,      -0.787473850275
       3.03501318824,       -0.79493653604
       3.03886674916,      -0.803139601192
       3.04314420178,      -0.812145799688
       3.04789217419,      -0.822020450996
       3.05316242357,      -0.832830715576
       3.05901240038,      -0.844644557027
       3.06550587463,       -0.85752930217
       3.07271363106,      -0.871549688056
       3.08071424069,      -0.886765257147
       3.08959491738,      -0.903226927597
       3.09945246851,      -0.920972523101
       3.11039435026,       -0.94002099439
       3.12253983901,      -0.960365000245
       3.13602133152,       -0.98196143851
        3.1509857882,       -1.00471942844
       3.16759633512,       -1.02848515764
       3.18603404219,       -1.05302297243
       3.20649989705,        -1.0779922946
       3.22921699594,       -1.10292098651
       3.25443297571,       -1.12717934907
       3.28242271326,       -1.14996881335
       3.31349132193,       -1.17035995999
       3.34797747756,       -1.18743641435
       3.38625711031,       -1.20057060367
       3.42874750265,       -1.20971082314
       3.47591183816,       -1.21542883519
       3.52826425058,       -1.21864889927
       3.58637542835,        -1.2202882216
       3.65087883569,       -1.22104464725
       3.72247761783,       -1.22136071558
       3.80195226601,       -1.22147981805
       3.89016912548,       -1.22152003685
        3.9880898395,       -1.22153211488
       4.09678183206,        -1.2215353142
       4.21742994381,       -1.22153605547
       4.35134934784,       -1.22153620441
       4.49999988632,        -1.2215362297
       4.59423799897,        -1.2215362333
       4.69318801725,       -1.22153623428
       4.79708553645,       -1.22153623454
       4.90617793161,        -1.2215362346
       5.02072494652,       -1.22153623462
       5.14099931218,       -1.22153623462
       5.26728739613,       -1.22153623462
       5.39988988427,       -1.22153623462
       5.53912249682,       -1.22153623462
       5.68531673999,       -1.22153623462
       5.83882069533,       -1.22153623462
       5.99999984843,       -1.22153623462
