Position (um), Energy (eV)
                   0,       0.627324828259
      0.331537038818,       0.627324828259
      0.646497225694,       0.627324828259
      0.945709403227,       0.627324828259
       1.22996097188,       0.627324828259
       1.49999996211,       0.627324828259
       1.58001465405,       0.627324828259
        1.6560286114,       0.627324828259
       1.72824187087,       0.627324828259
       1.79684446738,       0.627324828259
       1.86201693406,       0.627324828259
        1.9239307774,       0.627324828259
       1.98274892858,       0.627324828259
        2.0386261722,       0.627324828259
       2.09170955364,       0.627324828259
         2.142138766,       0.627324828259
       2.19004651775,       0.627324828259
       2.23555888191,       0.627324828259
       2.27879562786,       0.627324828259
       2.31987053652,       0.627324828259
       2.35889169974,       0.627324828259
        2.3959618048,       0.627324828259
       2.43117840461,       0.627324828259
       2.46463417443,       0.627324828259
       2.49641715575,       0.627324828259
       2.52661098801,       0.627324828259
       2.55529512866,       0.627324828259
       2.58254506228,       0.627324828259
       2.60843249921,       0.627324828259
        2.6330255643,       0.627324828259
       2.65638897613,       0.627324828259
       2.67858421737,       0.627324828259
       2.69966969655,       0.627324828259
       2.71970090177,       0.627324828259
       2.73873054673,       0.627324828259
       2.75680870944,       0.627324828259
       2.77398296402,       0.627324828259
       2.79029850587,       0.627324828254
       2.80579827062,       0.627324828225
       2.82052304714,       0.627324828026
       2.83451158483,       0.627324826802
       2.84780069564,        0.62732481981
        2.8604253509,       0.627324782669
        2.8724187734,       0.627324598865
       2.88381252478,       0.627323749807
       2.89463658859,       0.627320081629
       2.90491944921,       0.627305230915
        2.9146881668,       0.627248783801
       2.92396844851,       0.627047049356
       2.93278471613,       0.626369028313
       2.94116017037,       0.624234133681
        2.9491168519,       0.618029130979
       2.95667569935,       0.602030707479
       2.96385660443,       0.567990122693
       2.97067846426,       0.511149506222
       2.97715923109,       0.432835511033
       2.98331595959,       0.336256535036
       2.98916485166,       0.224477881038
       2.99472129912,       0.100212094228
       2.99999992421,     -0.0341540551267
       3.00000202609,     -0.0342075579636
       3.00000435918,     -0.0342669431611
        3.0000069489,     -0.0343328570941
        3.0000098235,     -0.0344060170794
        3.0000130143,     -0.0344872191428
       3.00001655609,     -0.0345773466317
       3.00002048747,     -0.0346773797642
       3.00002485131,     -0.0347884062162
       3.00002969517,     -0.0349116328564
       3.00003507186,     -0.0350483987527
       3.00004103998,     -0.0352001895854
       3.00004766459,      -0.035368653615
       3.00005501791,     -0.0355556193705
        3.0000631801,     -0.0357631152371
       3.00007224012,     -0.0359933911433
       3.00008229675,     -0.0362489425635
       3.00009345961,     -0.0365325370769
       3.00010585038,     -0.0368472437425
       3.00011960414,     -0.0371964655759
       3.00013487081,     -0.0375839754402
       3.00015181682,      -0.038013955688
       3.00017062688,     -0.0384910419234
       3.00019150606,     -0.0390203712789
       3.00021468194,     -0.0396076356372
       3.00024040717,      -0.040259140255
       3.00026896217,     -0.0409818682787
       3.00030065823,     -0.0417835516712
       3.00033584085,      -0.042672749095
       3.00037489355,     -0.0436589313213
       3.00041824206,     -0.0447525747517
        3.0004663589,     -0.0459652636459
        3.0005197686,     -0.0473098016463
       3.00057905336,     -0.0488003331723
       3.00064485945,     -0.0504524752091
        3.0007179042,     -0.0522834599521
       3.00079898388,     -0.0543122886528
       3.00088898232,     -0.0565598968576
       3.00098888059,     -0.0590493310094
       3.00109976767,     -0.0618059360795
       3.00122285233,     -0.0648575534958
        3.0013594763,     -0.0682347280978
       3.00151112891,     -0.0719709221544
       3.00167946331,     -0.0761027335765
       3.00186631449,     -0.0806701142942
        3.0020737193,     -0.0857165832861
       3.00230393864,     -0.0912894268538
        3.0025594821,     -0.0974398763398
       3.00284313535,       -0.10422325046
       3.00315799046,      -0.111699045605
       3.00350747962,      -0.119930952683
        3.0038954126,      -0.128986773062
        3.0043260182,      -0.138938198661
       3.00480399041,      -0.149860411877
       3.00533453957,      -0.161831449306
       3.00592344914,      -0.174931258688
       3.00657713877,      -0.189240360354
       3.00730273425,      -0.204838001965
       3.00810814523,      -0.221799667375
       3.00900215142,       -0.24019376577
       3.00999449829,       -0.26007728428
       3.01109600332,      -0.281490134038
        3.0123186739,       -0.30444785386
       3.01367583824,      -0.328932254542
       3.01518229067,      -0.354879487371
       3.01685445286,      -0.382164901423
       3.01871055289,      -0.410583922361
       3.02077082392,      -0.439828083822
       3.02305772476,      -0.469455460398
        3.0255961847,      -0.498855825751
       3.02841387524,      -0.527215414628
       3.03154151173,      -0.553501063621
       3.03501318824,      -0.576519111221
       3.03886674916,      -0.595145647508
       3.04314420178,      -0.608757791222
       3.04789217419,      -0.617604416079
       3.05316242357,      -0.622704276615
       3.05901240038,       -0.62532809723
       3.06550587463,      -0.626541160157
       3.07271363106,      -0.627046561443
       3.08071424069,      -0.627235976373
       3.08959491738,      -0.627299505599
       3.09945246851,      -0.627318438998
       3.11039435026,      -0.627323412953
       3.12253983901,      -0.627324555302
       3.13602133152,      -0.627324782794
        3.1509857882,      -0.627324821769
       3.16759633512,      -0.627324827471
       3.18603404219,      -0.627324828178
       3.20649989705,      -0.627324828252
       3.22921699594,      -0.627324828259
       3.25443297571,      -0.627324828259
       3.28242271326,      -0.627324828259
       3.31349132193,      -0.627324828259
       3.34797747756,      -0.627324828259
       3.38625711031,      -0.627324828259
       3.42874750265,      -0.627324828259
       3.47591183816,      -0.627324828259
       3.52826425058,      -0.627324828259
       3.58637542835,      -0.627324828259
       3.65087883569,      -0.627324828259
       3.72247761783,      -0.627324828259
       3.80195226601,      -0.627324828259
       3.89016912548,      -0.627324828259
        3.9880898395,      -0.627324828259
       4.09678183206,      -0.627324828259
       4.21742994381,      -0.627324828259
       4.35134934784,      -0.627324828259
       4.49999988632,      -0.627324828259
       4.59423799897,      -0.627324828259
       4.69318801725,      -0.627324828259
       4.79708553645,      -0.627324828259
       4.90617793161,      -0.627324828259
       5.02072494652,      -0.627324828259
       5.14099931218,      -0.627324828259
       5.26728739613,      -0.627324828259
       5.39988988427,      -0.627324828259
       5.53912249682,      -0.627324828259
       5.68531673999,      -0.627324828259
       5.83882069533,      -0.627324828259
       5.99999984843,      -0.627324828259
