------------------------------------------------------------
 Transmission Coefficient on homogeneous energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         1.21454e-11,               0.0202
          1.2036e-11,               0.0203
         1.19329e-11,               0.0204
         1.18356e-11,               0.0205
          1.1744e-11,               0.0206
         1.16578e-11,               0.0207
         1.15768e-11,               0.0208
         1.15007e-11,               0.0209
         1.14293e-11,                0.021
         1.13624e-11,               0.0211
            1.13e-11,               0.0212
         1.12417e-11,               0.0213
         1.11874e-11,               0.0214
         1.11371e-11,               0.0215
         1.10905e-11,               0.0216
         1.10475e-11,               0.0217
         1.10081e-11,               0.0218
          1.0972e-11,               0.0219
         1.09393e-11,                0.022
         1.09097e-11,               0.0221
         1.08832e-11,               0.0222
         1.08597e-11,               0.0223
         1.08392e-11,               0.0224
         1.08215e-11,               0.0225
         1.08066e-11,               0.0226
         1.07944e-11,               0.0227
         1.07848e-11,               0.0228
         1.07779e-11,               0.0229
         1.07734e-11,                0.023
         1.07715e-11,               0.0231
          1.0772e-11,               0.0232
         1.07748e-11,               0.0233
         1.07801e-11,               0.0234
         1.07876e-11,               0.0235
         1.07974e-11,               0.0236
         1.08094e-11,               0.0237
         1.08237e-11,               0.0238
         1.08401e-11,               0.0239
         1.08586e-11,                0.024
         1.08793e-11,               0.0241
         1.09021e-11,               0.0242
          1.0927e-11,               0.0243
         1.09539e-11,               0.0244
         1.09829e-11,               0.0245
         1.10139e-11,               0.0246
         1.10469e-11,               0.0247
         1.10819e-11,               0.0248
          1.1119e-11,               0.0249
          1.1158e-11,                0.025
          1.1199e-11,               0.0251
          1.1242e-11,               0.0252
         1.12869e-11,               0.0253
         1.13338e-11,               0.0254
         1.13827e-11,               0.0255
         1.14335e-11,               0.0256
         1.14864e-11,               0.0257
         1.15412e-11,               0.0258
         1.15979e-11,               0.0259
         1.16567e-11,                0.026
         1.17174e-11,               0.0261
         1.17801e-11,               0.0262
         1.18448e-11,               0.0263
         1.19116e-11,               0.0264
         1.19803e-11,               0.0265
         1.20511e-11,               0.0266
          1.2124e-11,               0.0267
         1.21989e-11,               0.0268
         1.22758e-11,               0.0269
         1.23549e-11,                0.027
         1.24361e-11,               0.0271
         1.25194e-11,               0.0272
         1.26048e-11,               0.0273
         1.26925e-11,               0.0274
         1.27823e-11,               0.0275
         1.28743e-11,               0.0276
         1.29686e-11,               0.0277
         1.30651e-11,               0.0278
         1.31639e-11,               0.0279
          1.3265e-11,                0.028
         1.33685e-11,               0.0281
         1.34743e-11,               0.0282
         1.35825e-11,               0.0283
         1.36932e-11,               0.0284
         1.38063e-11,               0.0285
          1.3922e-11,               0.0286
         1.40401e-11,               0.0287
         1.41609e-11,               0.0288
         1.42842e-11,               0.0289
         1.44102e-11,                0.029
         1.45389e-11,               0.0291
         1.46703e-11,               0.0292
         1.48045e-11,               0.0293
         1.49415e-11,               0.0294
         1.50814e-11,               0.0295
         1.52242e-11,               0.0296
         1.53699e-11,               0.0297
         1.55186e-11,               0.0298
         1.56704e-11,               0.0299
         1.58253e-11,                 0.03
         1.59834e-11,               0.0301
         1.61447e-11,               0.0302
         1.63093e-11,               0.0303
         1.64772e-11,               0.0304
         1.66485e-11,               0.0305
         1.68232e-11,               0.0306
         1.70015e-11,               0.0307
         1.71834e-11,               0.0308
         1.73689e-11,               0.0309
         1.75582e-11,                0.031
         1.77512e-11,               0.0311
         1.79482e-11,               0.0312
          1.8149e-11,               0.0313
         1.83539e-11,               0.0314
          1.8563e-11,               0.0315
         1.87761e-11,               0.0316
         1.89936e-11,               0.0317
         1.92155e-11,               0.0318
         1.94417e-11,               0.0319
         1.96726e-11,                0.032
          1.9908e-11,               0.0321
         2.01482e-11,               0.0322
         2.03932e-11,               0.0323
         2.06432e-11,               0.0324
         2.08982e-11,               0.0325
         2.11583e-11,               0.0326
         2.14237e-11,               0.0327
         2.16945e-11,               0.0328
         2.19707e-11,               0.0329
         2.22526e-11,                0.033
         2.25402e-11,               0.0331
         2.28337e-11,               0.0332
         2.31332e-11,               0.0333
         2.34388e-11,               0.0334
         2.37507e-11,               0.0335
         2.40689e-11,               0.0336
         2.43938e-11,               0.0337
         2.47253e-11,               0.0338
         2.50638e-11,               0.0339
         2.54092e-11,                0.034
         2.57618e-11,               0.0341
         2.61218e-11,               0.0342
         2.64894e-11,               0.0343
         2.68646e-11,               0.0344
         2.72478e-11,               0.0345
          2.7639e-11,               0.0346
         2.80386e-11,               0.0347
         2.84466e-11,               0.0348
         2.88633e-11,               0.0349
         2.92889e-11,                0.035
         2.97237e-11,               0.0351
         3.01678e-11,               0.0352
         3.06215e-11,               0.0353
          3.1085e-11,               0.0354
         3.15586e-11,               0.0355
         3.20426e-11,               0.0356
         3.25372e-11,               0.0357
         3.30426e-11,               0.0358
         3.35592e-11,               0.0359
         3.40873e-11,                0.036
          3.4627e-11,               0.0361
         3.51789e-11,               0.0362
         3.57431e-11,               0.0363
           3.632e-11,               0.0364
           3.691e-11,               0.0365
         3.75133e-11,               0.0366
         3.81304e-11,               0.0367
         3.87616e-11,               0.0368
         3.94073e-11,               0.0369
         4.00679e-11,                0.037
         4.07439e-11,               0.0371
         4.14355e-11,               0.0372
         4.21434e-11,               0.0373
         4.28679e-11,               0.0374
         4.36094e-11,               0.0375
         4.43686e-11,               0.0376
         4.51458e-11,               0.0377
         4.59417e-11,               0.0378
         4.67567e-11,               0.0379
         4.75913e-11,                0.038
         4.84463e-11,               0.0381
         4.93221e-11,               0.0382
         5.02193e-11,               0.0383
         5.11387e-11,               0.0384
         5.20809e-11,               0.0385
         5.30465e-11,               0.0386
         5.40362e-11,               0.0387
         5.50509e-11,               0.0388
         5.60912e-11,               0.0389
         5.71579e-11,                0.039
         5.82519e-11,               0.0391
          5.9374e-11,               0.0392
         6.05251e-11,               0.0393
          6.1706e-11,               0.0394
         6.29178e-11,               0.0395
         6.41615e-11,               0.0396
          6.5438e-11,               0.0397
         6.67483e-11,               0.0398
         6.80937e-11,               0.0399
         6.94752e-11,                 0.04
         7.08941e-11,               0.0401
         7.23515e-11,               0.0402
         7.38488e-11,               0.0403
         7.53873e-11,               0.0404
         7.69683e-11,               0.0405
         7.85934e-11,               0.0406
          8.0264e-11,               0.0407
         8.19818e-11,               0.0408
         8.37482e-11,               0.0409
         8.55651e-11,                0.041
         8.74342e-11,               0.0411
         8.93574e-11,               0.0412
         9.13366e-11,               0.0413
         9.33738e-11,               0.0414
         9.54711e-11,               0.0415
         9.76306e-11,               0.0416
         9.98548e-11,               0.0417
         1.02146e-10,               0.0418
         1.04507e-10,               0.0419
         1.06939e-10,                0.042
         1.09447e-10,               0.0421
         1.12032e-10,               0.0422
         1.14698e-10,               0.0423
         1.17447e-10,               0.0424
         1.20284e-10,               0.0425
         1.23211e-10,               0.0426
         1.26232e-10,               0.0427
         1.29351e-10,               0.0428
         1.32572e-10,               0.0429
         1.35898e-10,                0.043
         1.39335e-10,               0.0431
         1.42887e-10,               0.0432
         1.46558e-10,               0.0433
         1.50354e-10,               0.0434
         1.54279e-10,               0.0435
         1.58341e-10,               0.0436
         1.62543e-10,               0.0437
         1.66893e-10,               0.0438
         1.71397e-10,               0.0439
         1.76062e-10,                0.044
         1.80895e-10,               0.0441
         1.85903e-10,               0.0442
         1.91095e-10,               0.0443
         1.96479e-10,               0.0444
         2.02064e-10,               0.0445
          2.0786e-10,               0.0446
         2.13876e-10,               0.0447
         2.20123e-10,               0.0448
         2.26613e-10,               0.0449
         2.33357e-10,                0.045
         2.40367e-10,               0.0451
         2.47657e-10,               0.0452
         2.55242e-10,               0.0453
         2.63136e-10,               0.0454
         2.71355e-10,               0.0455
         2.79917e-10,               0.0456
         2.88839e-10,               0.0457
          2.9814e-10,               0.0458
         3.07842e-10,               0.0459
         3.17965e-10,                0.046
         3.28534e-10,               0.0461
         3.39574e-10,               0.0462
         3.51111e-10,               0.0463
         3.63173e-10,               0.0464
         3.75791e-10,               0.0465
         3.88999e-10,               0.0466
         4.02831e-10,               0.0467
         4.17325e-10,               0.0468
         4.32522e-10,               0.0469
         4.48465e-10,                0.047
         4.65202e-10,               0.0471
         4.82782e-10,               0.0472
         5.01262e-10,               0.0473
           5.207e-10,               0.0474
          5.4116e-10,               0.0475
         5.62712e-10,               0.0476
          5.8543e-10,               0.0477
         6.09396e-10,               0.0478
           6.347e-10,               0.0479
         6.61436e-10,                0.048
         6.89712e-10,               0.0481
         7.19641e-10,               0.0482
         7.51349e-10,               0.0483
         7.84974e-10,               0.0484
         8.20667e-10,               0.0485
         8.58592e-10,               0.0486
         8.98933e-10,               0.0487
         9.41889e-10,               0.0488
         9.87683e-10,               0.0489
         1.03656e-09,                0.049
         1.08879e-09,               0.0491
         1.14468e-09,               0.0492
         1.20456e-09,               0.0493
         1.26881e-09,               0.0494
         1.33784e-09,               0.0495
         1.41213e-09,               0.0496
         1.49221e-09,               0.0497
         1.57866e-09,               0.0498
         1.67217e-09,               0.0499
          1.7735e-09,                 0.05
          1.8835e-09,               0.0501
         2.00318e-09,               0.0502
         2.13365e-09,               0.0503
         2.27623e-09,               0.0504
         2.43241e-09,               0.0505
         2.60391e-09,               0.0506
         2.79277e-09,               0.0507
         3.00133e-09,               0.0508
         3.23236e-09,               0.0509
         3.48912e-09,                0.051
         3.77548e-09,               0.0511
         4.09604e-09,               0.0512
         4.45636e-09,               0.0513
         4.86312e-09,               0.0514
         5.32449e-09,               0.0515
         5.85047e-09,               0.0516
         6.45346e-09,               0.0517
         7.14894e-09,               0.0518
         7.95646e-09,               0.0519
         8.90099e-09,                0.052
         1.00148e-08,               0.0521
         1.13401e-08,               0.0522
         1.29331e-08,               0.0523
         1.48701e-08,               0.0524
         1.72559e-08,               0.0525
         2.02388e-08,               0.0526
          2.4033e-08,               0.0527
          2.8958e-08,               0.0528
         3.55059e-08,               0.0529
         4.44683e-08,                0.053
         5.71821e-08,               0.0531
         7.60517e-08,               0.0532
         1.05758e-07,               0.0533
         1.56431e-07,               0.0534
         2.53475e-07,               0.0535
         4.76519e-07,               0.0536
         1.19307e-06,               0.0537
          6.6814e-06,               0.0538
         5.30264e-05,               0.0539
         2.31616e-06,                0.054
         7.27518e-07,               0.0541
         3.52909e-07,               0.0542
         2.08529e-07,               0.0543
         1.37989e-07,               0.0544
         9.82807e-08,               0.0545
         7.37108e-08,               0.0546
         5.74415e-08,               0.0547
         4.61045e-08,               0.0548
         3.78835e-08,               0.0549
         3.17286e-08,                0.055
          2.6998e-08,               0.0551
         2.32817e-08,               0.0552
         2.03075e-08,               0.0553
         1.78889e-08,               0.0554
         1.58948e-08,               0.0555
         1.42306e-08,               0.0556
         1.28268e-08,               0.0557
         1.16313e-08,               0.0558
         1.06045e-08,               0.0559
         9.71567e-09,                0.056
         8.94102e-09,               0.0561
         8.26156e-09,               0.0562
         7.66214e-09,               0.0563
         7.13053e-09,               0.0564
         6.65674e-09,               0.0565
         6.23258e-09,               0.0566
         5.85127e-09,               0.0567
         5.50715e-09,               0.0568
         5.19547e-09,               0.0569
         4.91223e-09,                0.057
         4.65401e-09,               0.0571
         4.41792e-09,               0.0572
         4.20146e-09,               0.0573
         4.00247e-09,               0.0574
         3.81911e-09,               0.0575
         3.64975e-09,               0.0576
         3.49298e-09,               0.0577
         3.34757e-09,               0.0578
         3.21242e-09,               0.0579
         3.08658e-09,                0.058
          2.9692e-09,               0.0581
         2.85952e-09,               0.0582
         2.75689e-09,               0.0583
         2.66069e-09,               0.0584
         2.57039e-09,               0.0585
         2.48551e-09,               0.0586
         2.40563e-09,               0.0587
         2.33035e-09,               0.0588
         2.25932e-09,               0.0589
         2.19222e-09,                0.059
         2.12876e-09,               0.0591
         2.06868e-09,               0.0592
         2.01175e-09,               0.0593
         1.95774e-09,               0.0594
         1.90646e-09,               0.0595
         1.85772e-09,               0.0596
         1.81135e-09,               0.0597
         1.76721e-09,               0.0598
         1.72516e-09,               0.0599
         1.68505e-09,                 0.06
         1.64678e-09,               0.0601
         1.61023e-09,               0.0602
          1.5753e-09,               0.0603
          1.5419e-09,               0.0604
         1.50994e-09,               0.0605
         1.47934e-09,               0.0606
         1.45001e-09,               0.0607
          1.4219e-09,               0.0608
         1.39494e-09,               0.0609
         1.36906e-09,                0.061
          1.3442e-09,               0.0611
         1.32033e-09,               0.0612
         1.29738e-09,               0.0613
         1.27531e-09,               0.0614
         1.25407e-09,               0.0615
         1.23363e-09,               0.0616
         1.21395e-09,               0.0617
         1.19499e-09,               0.0618
         1.17672e-09,               0.0619
          1.1591e-09,                0.062
         1.14211e-09,               0.0621
         1.12571e-09,               0.0622
         1.10989e-09,               0.0623
         1.09461e-09,               0.0624
         1.07986e-09,               0.0625
          1.0656e-09,               0.0626
         1.05183e-09,               0.0627
         1.03851e-09,               0.0628
         1.02564e-09,               0.0629
         1.01319e-09,                0.063
         1.00114e-09,               0.0631
         9.89483e-10,               0.0632
           9.782e-10,               0.0633
         9.67278e-10,               0.0634
         9.56702e-10,               0.0635
         9.46459e-10,               0.0636
         9.36537e-10,               0.0637
         9.26924e-10,               0.0638
         9.17609e-10,               0.0639
         9.08581e-10,                0.064
         8.99831e-10,               0.0641
         8.91347e-10,               0.0642
         8.83122e-10,               0.0643
         8.75146e-10,               0.0644
         8.67411e-10,               0.0645
         8.59908e-10,               0.0646
         8.52631e-10,               0.0647
         8.45572e-10,               0.0648
         8.38724e-10,               0.0649
         8.32079e-10,                0.065
         8.25633e-10,               0.0651
         8.19377e-10,               0.0652
         8.13308e-10,               0.0653
         8.07419e-10,               0.0654
         8.01704e-10,               0.0655
         7.96159e-10,               0.0656
         7.90779e-10,               0.0657
         7.85558e-10,               0.0658
         7.80493e-10,               0.0659
         7.75579e-10,                0.066
         7.70811e-10,               0.0661
         7.66187e-10,               0.0662
         7.61701e-10,               0.0663
          7.5735e-10,               0.0664
         7.53131e-10,               0.0665
          7.4904e-10,               0.0666
         7.45073e-10,               0.0667
         7.41229e-10,               0.0668
         7.37503e-10,               0.0669
         7.33893e-10,                0.067
         7.30396e-10,               0.0671
         7.27009e-10,               0.0672
         7.23729e-10,               0.0673
         7.20555e-10,               0.0674
         7.17483e-10,               0.0675
         7.14512e-10,               0.0676
         7.11639e-10,               0.0677
         7.08861e-10,               0.0678
         7.06178e-10,               0.0679
         7.03586e-10,                0.068
         7.01084e-10,               0.0681
         6.98671e-10,               0.0682
         6.96343e-10,               0.0683
           6.941e-10,               0.0684
          6.9194e-10,               0.0685
         6.89861e-10,               0.0686
         6.87862e-10,               0.0687
          6.8594e-10,               0.0688
         6.84096e-10,               0.0689
         6.82327e-10,                0.069
         6.80632e-10,               0.0691
         6.79009e-10,               0.0692
         6.77459e-10,               0.0693
         6.75978e-10,               0.0694
         6.74566e-10,               0.0695
         6.73223e-10,               0.0696
         6.71946e-10,               0.0697
         6.70735e-10,               0.0698
         6.69589e-10,               0.0699
         6.68506e-10,                 0.07
         6.67487e-10,               0.0701
          6.6653e-10,               0.0702
         6.65634e-10,               0.0703
         6.64798e-10,               0.0704
         6.64022e-10,               0.0705
         6.63304e-10,               0.0706
         6.62644e-10,               0.0707
         6.62042e-10,               0.0708
         6.61496e-10,               0.0709
         6.61007e-10,                0.071
         6.60572e-10,               0.0711
         6.60192e-10,               0.0712
         6.59867e-10,               0.0713
         6.59594e-10,               0.0714
         6.59375e-10,               0.0715
         6.59208e-10,               0.0716
         6.59093e-10,               0.0717
          6.5903e-10,               0.0718
         6.59017e-10,               0.0719
         6.59056e-10,                0.072
         6.59144e-10,               0.0721
         6.59282e-10,               0.0722
         6.59469e-10,               0.0723
         6.59705e-10,               0.0724
          6.5999e-10,               0.0725
         6.60323e-10,               0.0726
         6.60705e-10,               0.0727
         6.61134e-10,               0.0728
          6.6161e-10,               0.0729
         6.62133e-10,                0.073
         6.62704e-10,               0.0731
         6.63321e-10,               0.0732
         6.63984e-10,               0.0733
         6.64694e-10,               0.0734
         6.65449e-10,               0.0735
         6.66251e-10,               0.0736
         6.67098e-10,               0.0737
          6.6799e-10,               0.0738
         6.68928e-10,               0.0739
         6.69912e-10,                0.074
          6.7094e-10,               0.0741
         6.72014e-10,               0.0742
         6.73132e-10,               0.0743
         6.74295e-10,               0.0744
         6.75503e-10,               0.0745
         6.76756e-10,               0.0746
         6.78054e-10,               0.0747
         6.79396e-10,               0.0748
         6.80783e-10,               0.0749
         6.82214e-10,                0.075
          6.8369e-10,               0.0751
         6.85211e-10,               0.0752
         6.86776e-10,               0.0753
         6.88387e-10,               0.0754
         6.90041e-10,               0.0755
         6.91741e-10,               0.0756
         6.93486e-10,               0.0757
         6.95275e-10,               0.0758
          6.9711e-10,               0.0759
         6.98989e-10,                0.076
         7.00914e-10,               0.0761
         7.02885e-10,               0.0762
           7.049e-10,               0.0763
         7.06962e-10,               0.0764
         7.09069e-10,               0.0765
         7.11222e-10,               0.0766
         7.13421e-10,               0.0767
         7.15666e-10,               0.0768
         7.17958e-10,               0.0769
         7.20296e-10,                0.077
         7.22681e-10,               0.0771
         7.25114e-10,               0.0772
         7.27593e-10,               0.0773
          7.3012e-10,               0.0774
         7.32695e-10,               0.0775
         7.35317e-10,               0.0776
         7.37988e-10,               0.0777
         7.40708e-10,               0.0778
         7.43476e-10,               0.0779
         7.46293e-10,                0.078
          7.4916e-10,               0.0781
         7.52076e-10,               0.0782
         7.55043e-10,               0.0783
          7.5806e-10,               0.0784
         7.61127e-10,               0.0785
         7.64246e-10,               0.0786
         7.67416e-10,               0.0787
         7.70637e-10,               0.0788
         7.73911e-10,               0.0789
         7.77237e-10,                0.079
         7.80616e-10,               0.0791
         7.84049e-10,               0.0792
         7.87535e-10,               0.0793
         7.91076e-10,               0.0794
         7.94671e-10,               0.0795
         7.98321e-10,               0.0796
         8.02027e-10,               0.0797
         8.05789e-10,               0.0798
         8.09607e-10,               0.0799
         8.13483e-10,                 0.08
         8.17415e-10,               0.0801
         8.21406e-10,               0.0802
         8.25456e-10,               0.0803
         8.29564e-10,               0.0804
         8.33732e-10,               0.0805
         8.37961e-10,               0.0806
          8.4225e-10,               0.0807
           8.466e-10,               0.0808
         8.51013e-10,               0.0809
         8.55488e-10,                0.081
         8.60026e-10,               0.0811
         8.64628e-10,               0.0812
         8.69295e-10,               0.0813
         8.74027e-10,               0.0814
         8.78825e-10,               0.0815
         8.83689e-10,               0.0816
          8.8862e-10,               0.0817
          8.9362e-10,               0.0818
         8.98688e-10,               0.0819
         9.03825e-10,                0.082
         9.09033e-10,               0.0821
         9.14312e-10,               0.0822
         9.19662e-10,               0.0823
         9.25085e-10,               0.0824
         9.30582e-10,               0.0825
         9.36152e-10,               0.0826
         9.41798e-10,               0.0827
         9.47519e-10,               0.0828
         9.53318e-10,               0.0829
         9.59194e-10,                0.083
         9.65148e-10,               0.0831
         9.71182e-10,               0.0832
         9.77297e-10,               0.0833
         9.83493e-10,               0.0834
         9.89772e-10,               0.0835
         9.96134e-10,               0.0836
         1.00258e-09,               0.0837
         1.00911e-09,               0.0838
         1.01573e-09,               0.0839
         1.02244e-09,                0.084
         1.02923e-09,               0.0841
         1.03612e-09,               0.0842
         1.04309e-09,               0.0843
         1.05016e-09,               0.0844
         1.05732e-09,               0.0845
         1.06458e-09,               0.0846
         1.07193e-09,               0.0847
         1.07938e-09,               0.0848
         1.08692e-09,               0.0849
         1.09457e-09,                0.085
         1.10232e-09,               0.0851
         1.11016e-09,               0.0852
         1.11812e-09,               0.0853
         1.12617e-09,               0.0854
         1.13434e-09,               0.0855
         1.14261e-09,               0.0856
         1.15099e-09,               0.0857
         1.15948e-09,               0.0858
         1.16808e-09,               0.0859
          1.1768e-09,                0.086
         1.18563e-09,               0.0861
         1.19458e-09,               0.0862
         1.20365e-09,               0.0863
         1.21284e-09,               0.0864
         1.22215e-09,               0.0865
         1.23158e-09,               0.0866
         1.24114e-09,               0.0867
         1.25083e-09,               0.0868
         1.26064e-09,               0.0869
         1.27059e-09,                0.087
         1.28067e-09,               0.0871
         1.29088e-09,               0.0872
         1.30123e-09,               0.0873
         1.31171e-09,               0.0874
         1.32234e-09,               0.0875
         1.33311e-09,               0.0876
         1.34403e-09,               0.0877
         1.35509e-09,               0.0878
          1.3663e-09,               0.0879
         1.37766e-09,                0.088
         1.38918e-09,               0.0881
         1.40085e-09,               0.0882
         1.41268e-09,               0.0883
         1.42466e-09,               0.0884
         1.43682e-09,               0.0885
         1.44913e-09,               0.0886
         1.46162e-09,               0.0887
         1.47427e-09,               0.0888
          1.4871e-09,               0.0889
         1.50011e-09,                0.089
         1.51329e-09,               0.0891
         1.52665e-09,               0.0892
          1.5402e-09,               0.0893
         1.55394e-09,               0.0894
         1.56786e-09,               0.0895
         1.58198e-09,               0.0896
         1.59629e-09,               0.0897
          1.6108e-09,               0.0898
         1.62551e-09,               0.0899
         1.64043e-09,                 0.09
         1.65556e-09,               0.0901
          1.6709e-09,               0.0902
         1.68646e-09,               0.0903
         1.70223e-09,               0.0904
         1.71823e-09,               0.0905
         1.73445e-09,               0.0906
          1.7509e-09,               0.0907
         1.76759e-09,               0.0908
         1.78451e-09,               0.0909
         1.80167e-09,                0.091
         1.81908e-09,               0.0911
         1.83674e-09,               0.0912
         1.85465e-09,               0.0913
         1.87282e-09,               0.0914
         1.89125e-09,               0.0915
         1.90995e-09,               0.0916
         1.92892e-09,               0.0917
         1.94817e-09,               0.0918
         1.96769e-09,               0.0919
          1.9875e-09,                0.092
          2.0076e-09,               0.0921
           2.028e-09,               0.0922
         2.04869e-09,               0.0923
         2.06969e-09,               0.0924
           2.091e-09,               0.0925
         2.11263e-09,               0.0926
         2.13458e-09,               0.0927
         2.15685e-09,               0.0928
         2.17946e-09,               0.0929
         2.20241e-09,                0.093
