------------------------------------------------------------
 Transmission Coefficient on homogeneous energy grid using transfer matrices
------------------------------------------------------------
Transmission Coefficient, Energy (eV)
         2.63413e-11,               0.1244
          2.6489e-11,               0.1245
         2.66377e-11,               0.1246
         2.67875e-11,               0.1247
         2.69384e-11,               0.1248
         2.70905e-11,               0.1249
         2.72436e-11,                0.125
         2.73979e-11,               0.1251
         2.75534e-11,               0.1252
         2.77099e-11,               0.1253
         2.78677e-11,               0.1254
         2.80266e-11,               0.1255
         2.81866e-11,               0.1256
         2.83479e-11,               0.1257
         2.85104e-11,               0.1258
          2.8674e-11,               0.1259
         2.88389e-11,                0.126
          2.9005e-11,               0.1261
         2.91723e-11,               0.1262
         2.93408e-11,               0.1263
         2.95106e-11,               0.1264
         2.96817e-11,               0.1265
          2.9854e-11,               0.1266
         3.00276e-11,               0.1267
         3.02025e-11,               0.1268
         3.03787e-11,               0.1269
         3.05562e-11,                0.127
         3.07351e-11,               0.1271
         3.09152e-11,               0.1272
         3.10967e-11,               0.1273
         3.12796e-11,               0.1274
         3.14638e-11,               0.1275
         3.16494e-11,               0.1276
         3.18363e-11,               0.1277
         3.20247e-11,               0.1278
         3.22144e-11,               0.1279
         3.24056e-11,                0.128
         3.25982e-11,               0.1281
         3.27922e-11,               0.1282
         3.29877e-11,               0.1283
         3.31847e-11,               0.1284
         3.33831e-11,               0.1285
          3.3583e-11,               0.1286
         3.37844e-11,               0.1287
         3.39873e-11,               0.1288
         3.41918e-11,               0.1289
         3.43977e-11,                0.129
         3.46052e-11,               0.1291
         3.48143e-11,               0.1292
         3.50249e-11,               0.1293
         3.52371e-11,               0.1294
         3.54509e-11,               0.1295
         3.56663e-11,               0.1296
         3.58833e-11,               0.1297
          3.6102e-11,               0.1298
         3.63223e-11,               0.1299
         3.65443e-11,                 0.13
         3.67679e-11,               0.1301
         3.69932e-11,               0.1302
         3.72202e-11,               0.1303
          3.7449e-11,               0.1304
         3.76794e-11,               0.1305
         3.79116e-11,               0.1306
         3.81456e-11,               0.1307
         3.83813e-11,               0.1308
         3.86188e-11,               0.1309
         3.88581e-11,                0.131
         3.90992e-11,               0.1311
         3.93421e-11,               0.1312
         3.95869e-11,               0.1313
         3.98335e-11,               0.1314
          4.0082e-11,               0.1315
         4.03324e-11,               0.1316
         4.05847e-11,               0.1317
         4.08389e-11,               0.1318
         4.10951e-11,               0.1319
         4.13531e-11,                0.132
         4.16132e-11,               0.1321
         4.18752e-11,               0.1322
         4.21392e-11,               0.1323
         4.24053e-11,               0.1324
         4.26733e-11,               0.1325
         4.29434e-11,               0.1326
         4.32156e-11,               0.1327
         4.34898e-11,               0.1328
         4.37662e-11,               0.1329
         4.40446e-11,                0.133
         4.43252e-11,               0.1331
         4.46079e-11,               0.1332
         4.48928e-11,               0.1333
         4.51799e-11,               0.1334
         4.54692e-11,               0.1335
         4.57607e-11,               0.1336
         4.60544e-11,               0.1337
         4.63504e-11,               0.1338
         4.66487e-11,               0.1339
         4.69492e-11,                0.134
         4.72521e-11,               0.1341
         4.75573e-11,               0.1342
         4.78648e-11,               0.1343
         4.81747e-11,               0.1344
         4.84871e-11,               0.1345
         4.88018e-11,               0.1346
         4.91189e-11,               0.1347
         4.94385e-11,               0.1348
         4.97606e-11,               0.1349
         5.00851e-11,                0.135
         5.04122e-11,               0.1351
         5.07418e-11,               0.1352
         5.10739e-11,               0.1353
         5.14086e-11,               0.1354
         5.17459e-11,               0.1355
         5.20859e-11,               0.1356
         5.24284e-11,               0.1357
         5.27736e-11,               0.1358
         5.31216e-11,               0.1359
         5.34722e-11,                0.136
         5.38255e-11,               0.1361
         5.41816e-11,               0.1362
         5.45405e-11,               0.1363
         5.49021e-11,               0.1364
         5.52666e-11,               0.1365
         5.56339e-11,               0.1366
         5.60041e-11,               0.1367
         5.63772e-11,               0.1368
         5.67532e-11,               0.1369
         5.71321e-11,                0.137
         5.75141e-11,               0.1371
          5.7899e-11,               0.1372
         5.82869e-11,               0.1373
         5.86778e-11,               0.1374
         5.90718e-11,               0.1375
         5.94689e-11,               0.1376
         5.98692e-11,               0.1377
         6.02725e-11,               0.1378
         6.06791e-11,               0.1379
         6.10888e-11,                0.138
         6.15018e-11,               0.1381
          6.1918e-11,               0.1382
         6.23375e-11,               0.1383
         6.27603e-11,               0.1384
         6.31865e-11,               0.1385
          6.3616e-11,               0.1386
         6.40489e-11,               0.1387
         6.44852e-11,               0.1388
          6.4925e-11,               0.1389
         6.53683e-11,                0.139
          6.5815e-11,               0.1391
         6.62653e-11,               0.1392
         6.67192e-11,               0.1393
         6.71767e-11,               0.1394
         6.76378e-11,               0.1395
         6.81026e-11,               0.1396
         6.85711e-11,               0.1397
         6.90433e-11,               0.1398
         6.95192e-11,               0.1399
          6.9999e-11,                 0.14
         7.04825e-11,               0.1401
         7.09699e-11,               0.1402
         7.14613e-11,               0.1403
         7.19565e-11,               0.1404
         7.24557e-11,               0.1405
         7.29589e-11,               0.1406
         7.34661e-11,               0.1407
         7.39773e-11,               0.1408
         7.44927e-11,               0.1409
         7.50122e-11,                0.141
         7.55358e-11,               0.1411
         7.60636e-11,               0.1412
         7.65957e-11,               0.1413
         7.71321e-11,               0.1414
         7.76728e-11,               0.1415
         7.82178e-11,               0.1416
         7.87672e-11,               0.1417
          7.9321e-11,               0.1418
         7.98793e-11,               0.1419
         8.04421e-11,                0.142
         8.10094e-11,               0.1421
         8.15813e-11,               0.1422
         8.21579e-11,               0.1423
          8.2739e-11,               0.1424
         8.33249e-11,               0.1425
         8.39156e-11,               0.1426
          8.4511e-11,               0.1427
         8.51112e-11,               0.1428
         8.57163e-11,               0.1429
         8.63263e-11,                0.143
         8.69413e-11,               0.1431
         8.75612e-11,               0.1432
         8.81862e-11,               0.1433
         8.88163e-11,               0.1434
         8.94515e-11,               0.1435
         9.00919e-11,               0.1436
         9.07375e-11,               0.1437
         9.13884e-11,               0.1438
         9.20445e-11,               0.1439
         9.27061e-11,                0.144
          9.3373e-11,               0.1441
         9.40454e-11,               0.1442
         9.47233e-11,               0.1443
         9.54067e-11,               0.1444
         9.60957e-11,               0.1445
         9.67904e-11,               0.1446
         9.74908e-11,               0.1447
         9.81969e-11,               0.1448
         9.89088e-11,               0.1449
         9.96265e-11,                0.145
          1.0035e-10,               0.1451
          1.0108e-10,               0.1452
         1.01815e-10,               0.1453
         1.02557e-10,               0.1454
         1.03305e-10,               0.1455
         1.04059e-10,               0.1456
         1.04819e-10,               0.1457
         1.05586e-10,               0.1458
         1.06358e-10,               0.1459
         1.07137e-10,                0.146
         1.07923e-10,               0.1461
         1.08715e-10,               0.1462
         1.09514e-10,               0.1463
         1.10319e-10,               0.1464
         1.11131e-10,               0.1465
          1.1195e-10,               0.1466
         1.12775e-10,               0.1467
         1.13608e-10,               0.1468
         1.14447e-10,               0.1469
         1.15293e-10,                0.147
         1.16147e-10,               0.1471
         1.17007e-10,               0.1472
         1.17875e-10,               0.1473
          1.1875e-10,               0.1474
         1.19632e-10,               0.1475
         1.20521e-10,               0.1476
         1.21418e-10,               0.1477
         1.22323e-10,               0.1478
         1.23235e-10,               0.1479
         1.24155e-10,                0.148
         1.25082e-10,               0.1481
         1.26017e-10,               0.1482
          1.2696e-10,               0.1483
         1.27911e-10,               0.1484
          1.2887e-10,               0.1485
         1.29837e-10,               0.1486
         1.30812e-10,               0.1487
         1.31795e-10,               0.1488
         1.32787e-10,               0.1489
         1.33787e-10,                0.149
         1.34795e-10,               0.1491
         1.35812e-10,               0.1492
         1.36837e-10,               0.1493
         1.37872e-10,               0.1494
         1.38914e-10,               0.1495
         1.39966e-10,               0.1496
         1.41027e-10,               0.1497
         1.42096e-10,               0.1498
         1.43175e-10,               0.1499
         1.44263e-10,                 0.15
          1.4536e-10,               0.1501
         1.46466e-10,               0.1502
         1.47582e-10,               0.1503
         1.48707e-10,               0.1504
         1.49842e-10,               0.1505
         1.50987e-10,               0.1506
         1.52141e-10,               0.1507
         1.53305e-10,               0.1508
         1.54479e-10,               0.1509
         1.55663e-10,                0.151
         1.56857e-10,               0.1511
         1.58061e-10,               0.1512
         1.59276e-10,               0.1513
         1.60501e-10,               0.1514
         1.61737e-10,               0.1515
         1.62983e-10,               0.1516
          1.6424e-10,               0.1517
         1.65507e-10,               0.1518
         1.66786e-10,               0.1519
         1.68075e-10,                0.152
         1.69376e-10,               0.1521
         1.70687e-10,               0.1522
          1.7201e-10,               0.1523
         1.73345e-10,               0.1524
         1.74691e-10,               0.1525
         1.76048e-10,               0.1526
         1.77418e-10,               0.1527
         1.78799e-10,               0.1528
         1.80192e-10,               0.1529
         1.81597e-10,                0.153
         1.83014e-10,               0.1531
         1.84444e-10,               0.1532
         1.85886e-10,               0.1533
          1.8734e-10,               0.1534
         1.88807e-10,               0.1535
         1.90287e-10,               0.1536
         1.91779e-10,               0.1537
         1.93285e-10,               0.1538
         1.94804e-10,               0.1539
         1.96336e-10,                0.154
         1.97881e-10,               0.1541
          1.9944e-10,               0.1542
         2.01012e-10,               0.1543
         2.02598e-10,               0.1544
         2.04198e-10,               0.1545
         2.05812e-10,               0.1546
          2.0744e-10,               0.1547
         2.09082e-10,               0.1548
         2.10739e-10,               0.1549
          2.1241e-10,                0.155
         2.14096e-10,               0.1551
         2.15796e-10,               0.1552
         2.17512e-10,               0.1553
         2.19242e-10,               0.1554
         2.20988e-10,               0.1555
         2.22749e-10,               0.1556
         2.24526e-10,               0.1557
         2.26318e-10,               0.1558
         2.28126e-10,               0.1559
          2.2995e-10,                0.156
         2.31791e-10,               0.1561
         2.33647e-10,               0.1562
          2.3552e-10,               0.1563
         2.37409e-10,               0.1564
         2.39315e-10,               0.1565
         2.41238e-10,               0.1566
         2.43178e-10,               0.1567
         2.45136e-10,               0.1568
          2.4711e-10,               0.1569
         2.49102e-10,                0.157
         2.51112e-10,               0.1571
          2.5314e-10,               0.1572
         2.55185e-10,               0.1573
         2.57249e-10,               0.1574
         2.59332e-10,               0.1575
         2.61432e-10,               0.1576
         2.63552e-10,               0.1577
         2.65691e-10,               0.1578
         2.67848e-10,               0.1579
         2.70025e-10,                0.158
         2.72221e-10,               0.1581
         2.74437e-10,               0.1582
         2.76673e-10,               0.1583
         2.78929e-10,               0.1584
         2.81205e-10,               0.1585
         2.83502e-10,               0.1586
         2.85819e-10,               0.1587
         2.88157e-10,               0.1588
         2.90516e-10,               0.1589
         2.92896e-10,                0.159
         2.95298e-10,               0.1591
         2.97721e-10,               0.1592
         3.00166e-10,               0.1593
         3.02633e-10,               0.1594
         3.05123e-10,               0.1595
         3.07635e-10,               0.1596
         3.10169e-10,               0.1597
         3.12727e-10,               0.1598
         3.15308e-10,               0.1599
         3.17912e-10,                 0.16
         3.20539e-10,               0.1601
         3.23191e-10,               0.1602
         3.25866e-10,               0.1603
         3.28566e-10,               0.1604
         3.31291e-10,               0.1605
          3.3404e-10,               0.1606
         3.36814e-10,               0.1607
         3.39613e-10,               0.1608
         3.42438e-10,               0.1609
         3.45289e-10,                0.161
         3.48166e-10,               0.1611
         3.51069e-10,               0.1612
         3.53998e-10,               0.1613
         3.56954e-10,               0.1614
         3.59938e-10,               0.1615
         3.62948e-10,               0.1616
         3.65986e-10,               0.1617
         3.69052e-10,               0.1618
         3.72146e-10,               0.1619
         3.75269e-10,                0.162
          3.7842e-10,               0.1621
           3.816e-10,               0.1622
          3.8481e-10,               0.1623
         3.88049e-10,               0.1624
         3.91317e-10,               0.1625
         3.94616e-10,               0.1626
         3.97946e-10,               0.1627
         4.01306e-10,               0.1628
         4.04697e-10,               0.1629
         4.08119e-10,                0.163
         4.11573e-10,               0.1631
         4.15059e-10,               0.1632
         4.18577e-10,               0.1633
         4.22128e-10,               0.1634
         4.25712e-10,               0.1635
         4.29329e-10,               0.1636
         4.32979e-10,               0.1637
         4.36664e-10,               0.1638
         4.40382e-10,               0.1639
         4.44136e-10,                0.164
         4.47924e-10,               0.1641
         4.51747e-10,               0.1642
         4.55607e-10,               0.1643
         4.59502e-10,               0.1644
         4.63433e-10,               0.1645
         4.67401e-10,               0.1646
         4.71407e-10,               0.1647
          4.7545e-10,               0.1648
          4.7953e-10,               0.1649
         4.83649e-10,                0.165
         4.87806e-10,               0.1651
         4.92003e-10,               0.1652
         4.96239e-10,               0.1653
         5.00514e-10,               0.1654
          5.0483e-10,               0.1655
         5.09186e-10,               0.1656
         5.13583e-10,               0.1657
         5.18022e-10,               0.1658
         5.22503e-10,               0.1659
         5.27025e-10,                0.166
         5.31591e-10,               0.1661
         5.36199e-10,               0.1662
         5.40851e-10,               0.1663
         5.45547e-10,               0.1664
         5.50288e-10,               0.1665
         5.55073e-10,               0.1666
         5.59904e-10,               0.1667
          5.6478e-10,               0.1668
         5.69703e-10,               0.1669
         5.74673e-10,                0.167
         5.79689e-10,               0.1671
         5.84754e-10,               0.1672
         5.89866e-10,               0.1673
         5.95027e-10,               0.1674
         6.00238e-10,               0.1675
         6.05498e-10,               0.1676
         6.10808e-10,               0.1677
         6.16169e-10,               0.1678
         6.21581e-10,               0.1679
         6.27045e-10,                0.168
         6.32561e-10,               0.1681
          6.3813e-10,               0.1682
         6.43752e-10,               0.1683
         6.49428e-10,               0.1684
         6.55159e-10,               0.1685
         6.60944e-10,               0.1686
         6.66785e-10,               0.1687
         6.72683e-10,               0.1688
         6.78637e-10,               0.1689
         6.84648e-10,                0.169
         6.90717e-10,               0.1691
         6.96845e-10,               0.1692
         7.03032e-10,               0.1693
         7.09278e-10,               0.1694
         7.15585e-10,               0.1695
         7.21953e-10,               0.1696
         7.28382e-10,               0.1697
         7.34873e-10,               0.1698
         7.41428e-10,               0.1699
         7.48046e-10,                 0.17
         7.54728e-10,               0.1701
         7.61475e-10,               0.1702
         7.68287e-10,               0.1703
         7.75166e-10,               0.1704
         7.82112e-10,               0.1705
         7.89125e-10,               0.1706
         7.96206e-10,               0.1707
         8.03357e-10,               0.1708
         8.10577e-10,               0.1709
         8.17868e-10,                0.171
         8.25229e-10,               0.1711
         8.32663e-10,               0.1712
          8.4017e-10,               0.1713
          8.4775e-10,               0.1714
         8.55404e-10,               0.1715
         8.63133e-10,               0.1716
         8.70938e-10,               0.1717
          8.7882e-10,               0.1718
         8.86779e-10,               0.1719
         8.94816e-10,                0.172
         9.02932e-10,               0.1721
         9.11128e-10,               0.1722
         9.19405e-10,               0.1723
         9.27764e-10,               0.1724
         9.36204e-10,               0.1725
         9.44729e-10,               0.1726
         9.53337e-10,               0.1727
          9.6203e-10,               0.1728
          9.7081e-10,               0.1729
         9.79676e-10,                0.173
          9.8863e-10,               0.1731
         9.97673e-10,               0.1732
         1.00681e-09,               0.1733
         1.01603e-09,               0.1734
         1.02534e-09,               0.1735
         1.03475e-09,               0.1736
         1.04425e-09,               0.1737
         1.05385e-09,               0.1738
         1.06354e-09,               0.1739
         1.07333e-09,                0.174
         1.08321e-09,               0.1741
         1.09319e-09,               0.1742
         1.10328e-09,               0.1743
         1.11346e-09,               0.1744
         1.12375e-09,               0.1745
         1.13414e-09,               0.1746
         1.14463e-09,               0.1747
         1.15523e-09,               0.1748
         1.16594e-09,               0.1749
         1.17675e-09,                0.175
         1.18767e-09,               0.1751
          1.1987e-09,               0.1752
         1.20984e-09,               0.1753
          1.2211e-09,               0.1754
         1.23246e-09,               0.1755
         1.24394e-09,               0.1756
         1.25554e-09,               0.1757
         1.26726e-09,               0.1758
         1.27909e-09,               0.1759
         1.29104e-09,                0.176
         1.30312e-09,               0.1761
         1.31531e-09,               0.1762
         1.32763e-09,               0.1763
         1.34008e-09,               0.1764
         1.35265e-09,               0.1765
         1.36535e-09,               0.1766
         1.37817e-09,               0.1767
         1.39113e-09,               0.1768
         1.40422e-09,               0.1769
         1.41745e-09,                0.177
          1.4308e-09,               0.1771
          1.4443e-09,               0.1772
         1.45793e-09,               0.1773
          1.4717e-09,               0.1774
         1.48561e-09,               0.1775
         1.49967e-09,               0.1776
         1.51387e-09,               0.1777
         1.52821e-09,               0.1778
          1.5427e-09,               0.1779
         1.55734e-09,                0.178
         1.57213e-09,               0.1781
         1.58707e-09,               0.1782
         1.60217e-09,               0.1783
         1.61742e-09,               0.1784
         1.63282e-09,               0.1785
         1.64839e-09,               0.1786
         1.66412e-09,               0.1787
         1.68001e-09,               0.1788
         1.69606e-09,               0.1789
         1.71228e-09,                0.179
         1.72867e-09,               0.1791
         1.74522e-09,               0.1792
         1.76195e-09,               0.1793
         1.77885e-09,               0.1794
         1.79593e-09,               0.1795
         1.81318e-09,               0.1796
         1.83062e-09,               0.1797
         1.84823e-09,               0.1798
         1.86603e-09,               0.1799
         1.88401e-09,                 0.18
         1.90218e-09,               0.1801
         1.92054e-09,               0.1802
          1.9391e-09,               0.1803
         1.95784e-09,               0.1804
         1.97678e-09,               0.1805
         1.99592e-09,               0.1806
         2.01526e-09,               0.1807
          2.0348e-09,               0.1808
         2.05455e-09,               0.1809
         2.07451e-09,                0.181
         2.09467e-09,               0.1811
         2.11505e-09,               0.1812
         2.13564e-09,               0.1813
         2.15644e-09,               0.1814
         2.17747e-09,               0.1815
         2.19872e-09,               0.1816
         2.22019e-09,               0.1817
         2.24189e-09,               0.1818
         2.26381e-09,               0.1819
         2.28597e-09,                0.182
         2.30837e-09,               0.1821
           2.331e-09,               0.1822
         2.35387e-09,               0.1823
         2.37698e-09,               0.1824
         2.40034e-09,               0.1825
         2.42394e-09,               0.1826
          2.4478e-09,               0.1827
         2.47191e-09,               0.1828
         2.49628e-09,               0.1829
         2.52091e-09,                0.183
          2.5458e-09,               0.1831
         2.57095e-09,               0.1832
         2.59637e-09,               0.1833
         2.62207e-09,               0.1834
         2.64804e-09,               0.1835
         2.67429e-09,               0.1836
         2.70082e-09,               0.1837
         2.72763e-09,               0.1838
         2.75473e-09,               0.1839
         2.78212e-09,                0.184
         2.80981e-09,               0.1841
         2.83779e-09,               0.1842
         2.86608e-09,               0.1843
         2.89466e-09,               0.1844
         2.92356e-09,               0.1845
         2.95277e-09,               0.1846
         2.98229e-09,               0.1847
         3.01214e-09,               0.1848
          3.0423e-09,               0.1849
         3.07279e-09,                0.185
         3.10362e-09,               0.1851
         3.13477e-09,               0.1852
         3.16627e-09,               0.1853
          3.1981e-09,               0.1854
         3.23028e-09,               0.1855
         3.26281e-09,               0.1856
          3.2957e-09,               0.1857
         3.32894e-09,               0.1858
         3.36255e-09,               0.1859
         3.39652e-09,                0.186
         3.43086e-09,               0.1861
         3.46558e-09,               0.1862
         3.50067e-09,               0.1863
         3.53616e-09,               0.1864
         3.57202e-09,               0.1865
         3.60829e-09,               0.1866
         3.64495e-09,               0.1867
         3.68201e-09,               0.1868
         3.71948e-09,               0.1869
         3.75736e-09,                0.187
         3.79565e-09,               0.1871
         3.83437e-09,               0.1872
         3.87352e-09,               0.1873
          3.9131e-09,               0.1874
         3.95311e-09,               0.1875
         3.99356e-09,               0.1876
         4.03447e-09,               0.1877
         4.07582e-09,               0.1878
         4.11764e-09,               0.1879
         4.15991e-09,                0.188
         4.20266e-09,               0.1881
         4.24588e-09,               0.1882
         4.28958e-09,               0.1883
         4.33376e-09,               0.1884
         4.37844e-09,               0.1885
         4.42361e-09,               0.1886
         4.46929e-09,               0.1887
         4.51548e-09,               0.1888
         4.56218e-09,               0.1889
          4.6094e-09,                0.189
         4.65715e-09,               0.1891
         4.70544e-09,               0.1892
         4.75427e-09,               0.1893
         4.80364e-09,               0.1894
         4.85357e-09,               0.1895
         4.90406e-09,               0.1896
         4.95511e-09,               0.1897
         5.00674e-09,               0.1898
         5.05895e-09,               0.1899
         5.11175e-09,                 0.19
         5.16515e-09,               0.1901
         5.21914e-09,               0.1902
         5.27375e-09,               0.1903
         5.32897e-09,               0.1904
         5.38482e-09,               0.1905
          5.4413e-09,               0.1906
         5.49842e-09,               0.1907
         5.55618e-09,               0.1908
         5.61461e-09,               0.1909
         5.67369e-09,                0.191
         5.73345e-09,               0.1911
         5.79389e-09,               0.1912
         5.85501e-09,               0.1913
         5.91684e-09,               0.1914
         5.97936e-09,               0.1915
          6.0426e-09,               0.1916
         6.10657e-09,               0.1917
         6.17126e-09,               0.1918
          6.2367e-09,               0.1919
         6.30288e-09,                0.192
         6.36982e-09,               0.1921
         6.43754e-09,               0.1922
         6.50602e-09,               0.1923
          6.5753e-09,               0.1924
         6.64537e-09,               0.1925
         6.71625e-09,               0.1926
         6.78795e-09,               0.1927
         6.86047e-09,               0.1928
         6.93383e-09,               0.1929
         7.00804e-09,                0.193
         7.08311e-09,               0.1931
         7.15904e-09,               0.1932
         7.23585e-09,               0.1933
         7.31356e-09,               0.1934
         7.39216e-09,               0.1935
         7.47168e-09,               0.1936
         7.55213e-09,               0.1937
          7.6335e-09,               0.1938
         7.71583e-09,               0.1939
         7.79912e-09,                0.194
         7.88337e-09,               0.1941
         7.96861e-09,               0.1942
         8.05485e-09,               0.1943
         8.14209e-09,               0.1944
         8.23036e-09,               0.1945
         8.31966e-09,               0.1946
         8.41001e-09,               0.1947
         8.50142e-09,               0.1948
          8.5939e-09,               0.1949
         8.68746e-09,                0.195
         8.78213e-09,               0.1951
         8.87792e-09,               0.1952
         8.97483e-09,               0.1953
         9.07289e-09,               0.1954
          9.1721e-09,               0.1955
         9.27249e-09,               0.1956
         9.37407e-09,               0.1957
         9.47684e-09,               0.1958
         9.58084e-09,               0.1959
         9.68607e-09,                0.196
         9.79255e-09,               0.1961
         9.90029e-09,               0.1962
         1.00093e-08,               0.1963
         1.01196e-08,               0.1964
         1.02313e-08,               0.1965
         1.03443e-08,               0.1966
         1.04586e-08,               0.1967
         1.05743e-08,               0.1968
         1.06913e-08,               0.1969
         1.08098e-08,                0.197
         1.09297e-08,               0.1971
          1.1051e-08,               0.1972
         1.11738e-08,               0.1973
         1.12981e-08,               0.1974
         1.14238e-08,               0.1975
         1.15511e-08,               0.1976
         1.16799e-08,               0.1977
         1.18102e-08,               0.1978
         1.19422e-08,               0.1979
         1.20757e-08,                0.198
         1.22108e-08,               0.1981
         1.23476e-08,               0.1982
          1.2486e-08,               0.1983
         1.26261e-08,               0.1984
         1.27679e-08,               0.1985
         1.29115e-08,               0.1986
         1.30567e-08,               0.1987
         1.32038e-08,               0.1988
         1.33526e-08,               0.1989
         1.35033e-08,                0.199
         1.36558e-08,               0.1991
         1.38101e-08,               0.1992
         1.39663e-08,               0.1993
         1.41245e-08,               0.1994
         1.42846e-08,               0.1995
         1.44466e-08,               0.1996
         1.46107e-08,               0.1997
         1.47768e-08,               0.1998
         1.49449e-08,               0.1999
          1.5115e-08,                  0.2
         1.52873e-08,               0.2001
         1.54617e-08,               0.2002
         1.56383e-08,               0.2003
          1.5817e-08,               0.2004
         1.59979e-08,               0.2005
         1.61811e-08,               0.2006
         1.63666e-08,               0.2007
         1.65543e-08,               0.2008
         1.67444e-08,               0.2009
         1.69369e-08,                0.201
         1.71317e-08,               0.2011
          1.7329e-08,               0.2012
         1.75287e-08,               0.2013
          1.7731e-08,               0.2014
         1.79357e-08,               0.2015
          1.8143e-08,               0.2016
          1.8353e-08,               0.2017
         1.85655e-08,               0.2018
         1.87807e-08,               0.2019
         1.89986e-08,                0.202
         1.92193e-08,               0.2021
         1.94427e-08,               0.2022
         1.96689e-08,               0.2023
          1.9898e-08,               0.2024
           2.013e-08,               0.2025
         2.03649e-08,               0.2026
         2.06028e-08,               0.2027
         2.08437e-08,               0.2028
         2.10877e-08,               0.2029
         2.13347e-08,                0.203
         2.15849e-08,               0.2031
         2.18383e-08,               0.2032
         2.20949e-08,               0.2033
         2.23547e-08,               0.2034
         2.26179e-08,               0.2035
         2.28844e-08,               0.2036
         2.31543e-08,               0.2037
         2.34277e-08,               0.2038
         2.37046e-08,               0.2039
          2.3985e-08,                0.204
         2.42691e-08,               0.2041
         2.45567e-08,               0.2042
         2.48481e-08,               0.2043
         2.51432e-08,               0.2044
         2.54422e-08,               0.2045
         2.57449e-08,               0.2046
         2.60516e-08,               0.2047
         2.63623e-08,               0.2048
          2.6677e-08,               0.2049
         2.69957e-08,                0.205
         2.73186e-08,               0.2051
         2.76457e-08,               0.2052
          2.7977e-08,               0.2053
         2.83126e-08,               0.2054
         2.86526e-08,               0.2055
         2.89971e-08,               0.2056
          2.9346e-08,               0.2057
         2.96995e-08,               0.2058
         3.00576e-08,               0.2059
         3.04204e-08,                0.206
         3.07879e-08,               0.2061
         3.11603e-08,               0.2062
         3.15375e-08,               0.2063
         3.19198e-08,               0.2064
          3.2307e-08,               0.2065
         3.26994e-08,               0.2066
         3.30969e-08,               0.2067
         3.34997e-08,               0.2068
         3.39078e-08,               0.2069
         3.43213e-08,                0.207
         3.47403e-08,               0.2071
         3.51648e-08,               0.2072
          3.5595e-08,               0.2073
         3.60309e-08,               0.2074
         3.64726e-08,               0.2075
         3.69202e-08,               0.2076
         3.73737e-08,               0.2077
         3.78333e-08,               0.2078
         3.82991e-08,               0.2079
         3.87711e-08,                0.208
         3.92494e-08,               0.2081
         3.97341e-08,               0.2082
         4.02253e-08,               0.2083
         4.07232e-08,               0.2084
         4.12277e-08,               0.2085
          4.1739e-08,               0.2086
         4.22573e-08,               0.2087
         4.27825e-08,               0.2088
         4.33148e-08,               0.2089
         4.38544e-08,                0.209
         4.44012e-08,               0.2091
         4.49555e-08,               0.2092
         4.55173e-08,               0.2093
         4.60868e-08,               0.2094
          4.6664e-08,               0.2095
          4.7249e-08,               0.2096
         4.78421e-08,               0.2097
         4.84432e-08,               0.2098
         4.90526e-08,               0.2099
         4.96704e-08,                 0.21
         5.02965e-08,               0.2101
         5.09313e-08,               0.2102
         5.15749e-08,               0.2103
         5.22272e-08,               0.2104
         5.28886e-08,               0.2105
         5.35591e-08,               0.2106
         5.42388e-08,               0.2107
          5.4928e-08,               0.2108
         5.56267e-08,               0.2109
          5.6335e-08,                0.211
         5.70532e-08,               0.2111
         5.77814e-08,               0.2112
         5.85197e-08,               0.2113
         5.92683e-08,               0.2114
         6.00274e-08,               0.2115
          6.0797e-08,               0.2116
         6.15774e-08,               0.2117
         6.23687e-08,               0.2118
         6.31712e-08,               0.2119
         6.39848e-08,                0.212
         6.48099e-08,               0.2121
         6.56467e-08,               0.2122
         6.64952e-08,               0.2123
         6.73556e-08,               0.2124
         6.82282e-08,               0.2125
         6.91132e-08,               0.2126
         7.00107e-08,               0.2127
         7.09209e-08,               0.2128
          7.1844e-08,               0.2129
         7.27803e-08,                0.213
         7.37298e-08,               0.2131
         7.46929e-08,               0.2132
         7.56697e-08,               0.2133
         7.66605e-08,               0.2134
         7.76655e-08,               0.2135
         7.86848e-08,               0.2136
         7.97188e-08,               0.2137
         8.07676e-08,               0.2138
         8.18315e-08,               0.2139
         8.29107e-08,                0.214
         8.40055e-08,               0.2141
          8.5116e-08,               0.2142
         8.62427e-08,               0.2143
         8.73856e-08,               0.2144
         8.85451e-08,               0.2145
         8.97214e-08,               0.2146
         9.09148e-08,               0.2147
         9.21256e-08,               0.2148
          9.3354e-08,               0.2149
         9.46003e-08,                0.215
         9.58648e-08,               0.2151
         9.71479e-08,               0.2152
         9.84497e-08,               0.2153
         9.97706e-08,               0.2154
         1.01111e-07,               0.2155
         1.02471e-07,               0.2156
         1.03851e-07,               0.2157
         1.05251e-07,               0.2158
         1.06673e-07,               0.2159
         1.08115e-07,                0.216
         1.09578e-07,               0.2161
         1.11063e-07,               0.2162
         1.12571e-07,               0.2163
           1.141e-07,               0.2164
         1.15653e-07,               0.2165
         1.17228e-07,               0.2166
         1.18828e-07,               0.2167
         1.20451e-07,               0.2168
         1.22098e-07,               0.2169
          1.2377e-07,                0.217
         1.25467e-07,               0.2171
          1.2719e-07,               0.2172
         1.28939e-07,               0.2173
         1.30714e-07,               0.2174
         1.32516e-07,               0.2175
         1.34345e-07,               0.2176
         1.36202e-07,               0.2177
